sample_id,custom_time,custom_wer,custom_cer,hf_output,hf_time,hf_wer,hf_cer,avg_custom_time,avg_custom_wer,avg_custom_cer,avg_hf_time,avg_hf_wer,avg_hf_cer
13,0.047896623611450195,40.0,5.555555555555555,Raivoa ei vieläkään näkynyt missään.,0.5822548866271973,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
14,0.06159687042236328,83.33333333333333,17.142857142857142,Nyt jo mammankin täytyy se myöntää.,0.621861457824707,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
15,0.07065057754516602,100.0,41.02564102564103,Mutta eivät vain tappurat leimahtaneet.,0.6141262054443359,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
16,0.06839799880981445,100.0,21.875,Ja tuttiaan imivä Luukas nukkui.,0.632932186126709,20.0,3.125,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
17,0.07163214683532715,91.66666666666667,35.714285714285715,"Olemme vääntäneet tarjoulut jo liikkivalmiksi asti, kun ovelta alkoi kuulua rapinaa.",1.0626943111419678,33.333333333333336,7.142857142857143,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
18,0.033747196197509766,75.0,15.384615384615385,Minulla oli aikaa odottaa.,0.48781585693359375,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
19,0.06821131706237793,55.55555555555556,16.901408450704224,"Alus lennätti hänet kuuhun, josta hänen onnistui matkustamaan Marsiin.",0.9079475402832031,11.11111111111111,1.408450704225352,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
20,0.07207870483398438,66.66666666666667,11.538461538461538,Äänestän tämän mukaisesti.,0.5294456481933594,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
21,0.13848090171813965,58.333333333333336,14.953271028037383,Nyt pitäisi vain kuvien ja kaikuluotaindatan tuottaman kartan perusteella valita sopivin laskeutumispaikka.,1.0598304271697998,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
22,0.09871435165405273,70.0,12.790697674418604,Olihan videoilla muutakin mielenkiintoista kuin saniaisia muistuttavat kasvit ja puut.,0.8709592819213867,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
23,0.1023709774017334,50.0,8.0,"Äänestämme sen vuoksi syrjintää vastaan, mutta jätämme äänestämättä kansallisista perhekysymyksistä.",1.212357759475708,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
24,0.05306696891784668,100.0,46.15384615384615,Olin kummesä koko viikon.,0.5402839183807373,50.0,19.23076923076923,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
25,0.038135528564453125,100.0,28.0,Helpostihan hän pääsikin.,0.5506951808929443,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
26,0.07692289352416992,60.0,14.814814814814815,Ei sovi nyt puhua kielillä.,0.5278453826904297,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
27,0.07184147834777832,37.5,5.2631578947368425,Nyt teemme sen vain yhdessä avaruudenrakentajien kanssa.,0.7232632637023926,25.0,3.508771929824561,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
28,0.07812190055847168,40.0,6.666666666666667,Arkin matkustajat olivat kaikki syntyneet ja eläneet koko elämänsä arkissa.,0.9004392623901367,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
29,0.03812432289123535,40.0,6.0606060606060606,Ja vaikka kätkössä olisi raatoja.,0.5750589370727539,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
30,0.036379098892211914,60.0,14.705882352941176,Eikö niillä ole parempaa tarjoumaa?,0.6187937259674072,20.0,8.823529411764707,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
31,0.0578007698059082,80.0,17.647058823529413,Topi huutaa Moksia saamaan särkiä.,0.6066374778747559,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
32,0.07539916038513184,75.0,25.96153846153846,"Marsissa häntä odottaisi kokonainen kansakunta, joka olisi valmiina tottelemaan hänen jokaista sanansa.",1.0125157833099365,8.333333333333334,0.9615384615384616,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
33,0.05221843719482422,83.33333333333333,33.333333333333336,"Mummo selittää, että eikö liene saanut.",0.6274909973144531,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
34,0.042057037353515625,33.333333333333336,4.444444444444445,Äänestin sen vuoksi tämän esityksen puolesta.,0.6752796173095703,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
35,0.04770636558532715,40.0,5.714285714285714,Piilee kuin mäyrä omassa kolossaan.,0.5751004219055176,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
36,0.07204556465148926,90.0,15.217391304347826,"Riensin kotia kohti laittamaan perheelleni yllätysillallista, kuten kunnon vaiman kuuluukin.",1.0320444107055664,10.0,1.0869565217391304,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
37,0.053642988204956055,66.66666666666667,13.461538461538462,Auringonsäteet eivät koskaan pääse sinne syvyyksiin.,0.735440731048584,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
38,0.07800769805908203,60.0,13.513513513513514,Minulla on ilo ja kunnia saada toimittaa terveiseni jumaliemme alkukotiin.,0.8453402519226074,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
39,0.07746434211730957,54.54545454545455,9.195402298850574,Ruipeloisen katseesta pystyy lukemaan pelon hänen nähdessään meitä takaa ajavat liskot.,1.0104682445526123,9.090909090909092,1.1494252873563218,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
40,0.07234883308410645,55.55555555555556,7.792207792207792,Seinälle oli maalattu kuvia ja jotain kirjoitukselta muistuttavaa töherrystä.,0.9107682704925537,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
41,0.0525968074798584,50.0,6.666666666666667,Samalla huomasin jotain outoa ...,0.5009579658508301,50.0,10.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
42,0.08969259262084961,14.285714285714286,3.2,"Yhtyeessä ei ollut perinteistä tähtisolistia, vaan yhtyettä seurattiin kokonaisuutena, vaikkakin eri jäseniä oli ihailijoita.",1.3043124675750732,21.428571428571427,3.2,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
43,0.03989982604980469,50.0,9.523809523809524,Ja että laiva huutaa.,0.464327335357666,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
44,0.04990506172180176,40.0,6.0606060606060606,Onhan siinä talossa hyvät nurmet.,0.5179994106292725,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
45,0.03886079788208008,66.66666666666667,9.375,Muussa tapauksessa närkästyivät.,0.5748953819274902,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
46,0.06439733505249023,18.181818181818183,2.0202020202020203,Myös uuden hallituksen aikana olen ulkoministerinä aina valiokunnan käytettävissä tässäkin asiassa.,0.9779102802276611,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
47,0.05491447448730469,83.33333333333333,19.565217391304348,Kaikenlaista hän on oppinut muilta vanhoilta.,0.7088549137115479,16.666666666666668,2.1739130434782608,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
48,0.043784141540527344,80.0,22.580645161290324,Lääkäri ja Jon tulivat sisään.,0.5201060771942139,20.0,3.225806451612903,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
49,0.054094791412353516,100.0,22.413793103448278,Tällaisina päivinä tulevat mieleen entiset päivänpaisteet.,0.7150695323944092,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
50,0.1066884994506836,58.333333333333336,11.320754716981131,"Tämän planeetan olemassaolo saattoi hyvinkin olla hallituksen tiedossa, toisen kuin Hydruksen olemassaolo.",1.0125811100006104,8.333333333333334,0.9433962264150944,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
51,0.06690192222595215,100.0,27.419354838709676,Eikä ilmassakaan havaittu haitallisia kaasuja tai bakteereita.,0.8079957962036133,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
52,0.03842759132385254,75.0,21.21212121212121,Missäköhän kaikki vaatteeni ovat?,0.5493669509887695,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
53,0.05169057846069336,100.0,69.56521739130434,Tavossa oli suur suru.,0.478501558303833,50.0,8.695652173913043,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
54,0.049349069595336914,100.0,72.34042553191489,Äänestimme sen vuoksi tämän miehettömän puolesta.,0.719851016998291,16.666666666666668,12.76595744680851,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
55,0.05974435806274414,100.0,65.9090909090909,"Vanaha tuttu huomi, tuttia esiintä kai.",0.6871325969696045,83.33333333333333,27.272727272727273,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
56,0.08806300163269043,83.33333333333333,35.08771929824562,"Aidan takana on karviaismaria pensaita, homeen hävittämiä.",0.7419829368591309,33.333333333333336,3.508771929824561,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
57,0.058949947357177734,100.0,55.55555555555556,Lääkäri ymmärsi yskänä heti.,0.6122417449951172,50.0,7.407407407407407,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
58,0.057532310485839844,100.0,50.0,Kibil on sumerien tulenjumala,0.5423619747161865,60.0,6.666666666666667,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
59,0.06907820701599121,83.33333333333333,21.951219512195124,"Hauki on hyvä ruokakala, mutta ruotoinen.",0.6228876113891602,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
60,0.058114051818847656,25.0,6.25,Nurmikolle oli ilmestynyt kuuraa.,0.5907654762268066,25.0,3.125,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
61,0.10850644111633301,63.63636363636363,16.666666666666668,"Äänestin mietinnön puolesta, koska uskon, että tuki on tärkeää portugalilaisille työntekijöille.",1.071899175643921,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
62,0.03575491905212402,40.0,6.666666666666667,Se oli hänen virkkua aikaansa.,0.506420373916626,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
63,0.036893367767333984,75.0,22.727272727272727,"Topi, etkö sinä lähde?",0.509514331817627,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
64,0.10233497619628906,41.666666666666664,7.291666666666667,"Äänestimme tämän vuoksi päätöslauselman puolesta ja toivomme, että se saa ansaitsemansa huomion.",1.0710344314575195,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
65,0.04452347755432129,60.0,9.67741935483871,Mitään rikasta eliittiä ei ole.,0.5517482757568359,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
66,0.05090641975402832,60.0,14.285714285714286,Ja pikku Luukas on kehdossa.,0.5355408191680908,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
67,0.08646273612976074,72.72727272727273,13.48314606741573,"Äänestin päätöslauselman puolesta, koska hiviä ja aidsia koskeva tutkimus on elintärkeää.",1.0146582126617432,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
68,0.055150747299194336,66.66666666666667,5.882352941176471,Äänestin päätöslauselman puolesta.,0.6099274158477783,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
69,0.06870508193969727,57.142857142857146,14.285714285714286,Hyppäsin autoon ja aloin ajaa kotia kohti.,0.6521871089935303,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
70,0.05979633331298828,44.44444444444444,11.290322580645162,"Äänestin kyllä mietinnön puolesta, mutta se oli hyvin vaikeaa.",0.7921476364135742,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
71,0.08255839347839355,44.44444444444444,7.142857142857143,Vallankumouksen alkua ennen kommunikaatioyhteydet Ventuksen suuntaan katkaistiin varmuuden vuoksi.,1.0289762020111084,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
72,0.047364234924316406,100.0,16.129032258064516,Harmenee tuo hänen tukkansakin.,0.5510039329528809,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
73,0.04869556427001953,60.0,14.705882352941176,Eikä tuo tosiaan vielä väsytäkään.,0.6379482746124268,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
74,0.05527472496032715,75.0,16.129032258064516,Ja minä huokasin kevennyksestä.,0.5756082534790039,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
75,0.07175993919372559,83.33333333333333,13.75,Diskurssianalyysin taustateorioihin kuuluu sosiaalisen konstruktionismin käsitys.,0.9683432579040527,16.666666666666668,1.25,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
76,0.03126072883605957,100.0,46.666666666666664,Vanaha on vanaha.,0.44354915618896484,66.66666666666667,13.333333333333334,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
77,0.052433013916015625,150.0,40.0,Avatkaa ikkuna.,0.44531750679016113,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
78,0.0988607406616211,60.0,17.045454545454547,"En arvannut, että Hydrus pystyisi jarruttamaan hyperaktiiviset jalkani niin tehokkaasti.",0.9375998973846436,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
79,0.0410768985748291,50.0,5.882352941176471,Ne olivat yksinkertaisesti turhia.,0.5672717094421387,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
80,0.05091214179992676,100.0,17.857142857142858,Hän näkee Muttisen käännehtelevän levottomasti penkillä.,0.7696118354797363,16.666666666666668,1.7857142857142858,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
81,0.06316423416137695,75.0,19.696969696969695,Tuskin maltoin odottaa pääseväni järkäleen taakse Finianin kanssa.,0.82179856300354,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
82,0.057936906814575195,66.66666666666667,13.043478260869565,"Mitä jos muut saisivat tietää, että petaankin arkkipaikkaa itselleni?",0.8180651664733887,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
83,0.11733698844909668,100.0,65.06024096385542,"Kannattaako miunkaa sit tänne jonottaa, jos meillä oli saman sorttinen ongelma?",0.8605351448059082,25.0,7.228915662650603,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
84,0.05053067207336426,100.0,37.5,Paljastaa kuopan pohjan.,0.5287628173828125,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
85,0.1166539192199707,100.0,67.56756756756756,"Mutta erityisen harmissaan Harish oli siitä, miten Ritva oli käyttäytynyt.",0.7961156368255615,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
86,0.07679557800292969,75.0,14.084507042253522,Pääsimme uimaan lämpimissä vesissä ja nauttimaan trooppisista illoista.,0.8381600379943848,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
87,0.02997422218322754,100.0,36.8421052631579,Upotäkuin kaivoon.,0.4796714782714844,66.66666666666667,10.526315789473685,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
88,0.03939080238342285,50.0,16.129032258064516,Minulla on harvinainen etunimi.,0.5093202590942383,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
89,0.06679081916809082,100.0,30.90909090909091,Nousin ylös ollennon vierestä ja kävelin ohjaamoa kohti.,0.7787675857543945,12.5,1.8181818181818181,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
90,0.05088186264038086,80.0,32.55813953488372,Ovatko nämä helmet ekologisesti tuotettuja?,0.5824141502380371,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
91,0.050493717193603516,75.0,22.580645161290324,Nyt kuuluu airojen mingatelo.,0.5735435485839844,25.0,12.903225806451612,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
92,0.07373261451721191,100.0,41.0958904109589,"Malik, mä haluisin, et sä menisit kerää näytteitä läheisen meren rannalta.",0.9198861122131348,27.272727272727273,4.109589041095891,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
93,0.08705806732177734,66.66666666666667,14.583333333333334,"Äänestin mietinnön puolesta, mutta mistä syystä?",0.7325851917266846,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
94,0.08267879486083984,85.71428571428571,21.428571428571427,"Gnut vilkasi merkitsevästi Harishin suuntaan ja jatkoi,",0.7761297225952148,42.857142857142854,5.357142857142857,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
95,0.05866408348083496,100.0,27.586206896551722,Se toituttaa kuin vaskitorvi.,0.54006028175354,25.0,3.4482758620689653,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
96,0.05676603317260742,80.0,27.272727272727273,Kukapa olisi koskaan kuullutkaan robotista?,0.6068215370178223,20.0,2.272727272727273,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
97,0.04701519012451172,60.0,15.384615384615385,Sillä mitäs siinä olisi ihmettelemistä.,0.5575625896453857,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
98,0.05897784233093262,125.0,23.80952380952381,Äänestämme joka maalantain esityslistasta.,0.654064416885376,25.0,2.380952380952381,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
99,0.06574821472167969,83.33333333333333,26.785714285714285,"Varsinainen sateenkaarimaja tämäkin taas oli, ajattelin.",0.7413873672485352,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
100,0.058237314224243164,100.0,37.93103448275862,Taikka eikä tulisi ollenkaan.,0.562657356262207,50.0,6.896551724137931,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
101,0.06737732887268066,66.66666666666667,13.953488372093023,"Oli sillä ennenkin rouva, sitä kiusaamassa.",0.6571249961853027,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
102,0.09505105018615723,69.23076923076923,21.782178217821784,"Huomasin, kuinka koko päivän kestänyt hermostuneisuus ja huoli Nancystä oli saanut minut väsähtämään.",1.0714209079742432,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
103,0.06141948699951172,57.142857142857146,21.05263157894737,Aloimme kirmata Finianin kanssa kohti lähintä järkelettä.,0.761167049407959,14.285714285714286,1.7543859649122806,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
104,0.08557581901550293,50.0,12.790697674418604,"Äänestin päätöslauselman puolesta, koska siihen ei tehty mitään haitallisia muutoksia.",0.9628012180328369,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
105,0.08515405654907227,100.0,29.761904761904763,"Muut olivat jo ikkunoiden luona yläkerrassa katsomassa, kun arkku ammuttaisiin ulos.",0.9937596321105957,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
106,0.0535585880279541,100.0,43.47826086956522,Mahtoi se syödä miestä.,0.5106050968170166,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
107,0.04477834701538086,75.0,22.22222222222222,Hänellä oli toivoa taaskin.,0.5507619380950928,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
108,0.03131532669067383,100.0,20.0,Hän loki ajatukseni.,0.47708654403686523,33.333333333333336,5.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
109,0.08578681945800781,66.66666666666667,9.876543209876543,Äänestimme yhteisiä jäsenten asemaa koskevia sääntöjä koskevaa ehdotusta vastaan.,0.9903209209442139,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
110,0.04341626167297363,75.0,23.80952380952381,Alkaa olla jo hämärä.,0.4838263988494873,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
111,0.05368375778198242,80.0,19.444444444444443,Aloin kammeta itseään ylös sängystä.,0.6639647483825684,0.0,0.0,0.05964638736527952,73.51216093416888,19.02191237793439,0.7144176275704438,10.900716633841988,1.9285626423064361
